Date,Image Title,Image Filename,Original URL
2004 July 11,WMAP Resolves the Universe,sky_wmap_big.jpg,http://apod.nasa.gov/apod/ap040711.html
2004 July 10,Phoebe Craters in Stereo,phoebe_stereo_pavac1.jpg,http://apod.nasa.gov/apod/ap040710.html
2004 July 9,Ringed Nebulae,RingNebGal_hallas_full.jpg,http://apod.nasa.gov/apod/ap040709.html
2004 July 8,Southern Cross Star Colors,040523cruxa_seip_full.jpg,http://apod.nasa.gov/apod/ap040708.html
2004 July 7,N11B: Star Cloud of the LMC,n11_hst_big.jpg,http://apod.nasa.gov/apod/ap040707.html
2004 July 6,Titan from Cassini in Infrared,titaninfrared_cassini_big.jpg,http://apod.nasa.gov/apod/ap040706.html
2004 July 5,Cassini Images Density Waves in Saturns Rings,ringwaves_cassini_big.jpg,http://apod.nasa.gov/apod/ap040705.html
2004 July 4,M57: The Ring Nebula,m57ring_hst_big.jpg,http://apod.nasa.gov/apod/ap040704.html
2004 July 3,Cassini to Venus,cass_titan_big.jpg,http://apod.nasa.gov/apod/ap040703.html
2004 July 2,The Encke Gap: A Moon Goes Here,encke_cassini_fp.jpg,http://apod.nasa.gov/apod/ap040702.html
2004 July 1,NGC 7331: A Galaxy So Inclined,ngc7331_spitzer_comp.jpg,http://apod.nasa.gov/apod/ap040701.html
2004 June 30,Phoebe: Comet Moon of Saturn,phoebe3_cassini_big.jpg,http://apod.nasa.gov/apod/ap040630.html
2004 June 29,In the Center of NGC 6559,n6559_noao_big.jpg,http://apod.nasa.gov/apod/ap040629.html
2004 June 28,Spirit Rover Reaches the Columbia Hills on Mars,hills_spirit_big.jpg,http://apod.nasa.gov/apod/ap040628.html
2004 June 27,Galaxy Cluster Abell 1689 Warps Space,abell1689_hstacs_full.jpg,http://apod.nasa.gov/apod/ap040627.html
2004 June 26,Neptune: Still Springtime After All These Years,nep2002_hst1pan_full.jpg,http://apod.nasa.gov/apod/ap040626.html
2004 June 25,Planet Earth from SpaceShipOne,14pssone_scaled.jpg,http://apod.nasa.gov/apod/ap040625.html
2004 June 24,The Galaxy Within Centaurus A,cena_spitzer_full.jpg,http://apod.nasa.gov/apod/ap040624.html
2004 June 23,A Picturesque Venus Transit,venustransit_cortner_big.jpg,http://apod.nasa.gov/apod/ap040623.html
2004 June 22,Unusual Spires Found on Comet Wild 2,pinnacles_stardust_big.jpg,http://apod.nasa.gov/apod/ap040622.html
2004 June 21,Analemma Over Ancient Nemea,analemma2003_ayiomamitis.jpg,http://apod.nasa.gov/apod/ap040621.html
2004 June 20,Solstice Celebration,sun3col_thompsoneit_big.jpg,http://apod.nasa.gov/apod/ap040620.html
2004 June 19,Ida and Dactyl: Asteroid and Moon,idadactyl_galileo_big.gif,http://apod.nasa.gov/apod/ap040619.html
2004 June 18,The Trifid Nebula from Hubble,trifid_hst_big.jpg,http://apod.nasa.gov/apod/ap040618.html
2004 June 17,Comet NEAT and the Beehive Cluster,q4m44_westlake_big.jpg,http://apod.nasa.gov/apod/ap040617.html
2004 June 16,Elliptical Galaxy M87,m87_cfht_big.jpg,http://apod.nasa.gov/apod/ap040616.html
2004 June 15,A Rare Annular Venusian Solar Eclipse,venus2004_lawrence_big.jpg,http://apod.nasa.gov/apod/ap040615.html
2004 June 14,Unusual Layers on Saturn's Moon Phoebe,phoebe_cassini_big.jpg,http://apod.nasa.gov/apod/ap040614.html
2004 June 13,Volcano and Aurora in Iceland,volcanoaurora2_shs.jpg,http://apod.nasa.gov/apod/ap040613.html
2004 June 12,NGC 4676: When Mice Collide,ngc4676_hst_big.jpg,http://apod.nasa.gov/apod/ap040612.html
2004 June 11,Venus and the Chromosphere,seipHa_vt2004.jpg,http://apod.nasa.gov/apod/ap040611.html
2004 June 10,Venus at the Edge,sst_venus_atmosphere_1759.jpg,http://apod.nasa.gov/apod/ap040610.html
2004 June 9,Venus Transit at Sunrise,vt2004_westlake.jpg,http://apod.nasa.gov/apod/ap040609.html
2004 June 8,A Planet Transits the Sun,mercurytransit1_dantowitz_big.jpg,http://apod.nasa.gov/apod/ap040608.html
2004 June 7,Mammatus Clouds Over Mexico,clouds_aguirre_big.jpg,http://apod.nasa.gov/apod/ap040607.html
2004 June 6,Mercury Spotting,merctrans_sohoeit_4panlab.jpg,http://apod.nasa.gov/apod/ap040606.html
2004 June 5,Apollo 17's Lunar Rover,rover_apollo17_big.jpg,http://apod.nasa.gov/apod/ap040605.html
2004 June 4,Sedna at Noon,sednaIll_schaller_full.jpg,http://apod.nasa.gov/apod/ap040604.html
2004 June 3,Cosmic Construction Zone RCW 49,rcw49_spitzer_full.jpg,http://apod.nasa.gov/apod/ap040603.html
2004 June 2,The Colorful Clouds of Rho Ophiuchi,rhooph_noao_big.jpg,http://apod.nasa.gov/apod/ap040602.html
2004 June 1,The Supergalactic Wind from Starburst Galaxy M82,m82_hstwiyn_big.jpg,http://apod.nasa.gov/apod/ap040601.html
2004 May 31,24 Million Kilometers to Saturn,saturn2_cassini_big.jpg,http://apod.nasa.gov/apod/ap040531.html
2004 May 30,Astronaut at Work,sts101_arm_big.jpg,http://apod.nasa.gov/apod/ap040530.html
2004 May 29,Cone Nebula Close Up,cone_hst_big.jpg,http://apod.nasa.gov/apod/ap040529.html
2004 May 28,A Manhattan Sunset,nycsunset_tyson_big.jpg,http://apod.nasa.gov/apod/ap040528.html
2004 May 27,Two Comets in Southern Skies,2comets_garradd_full.jpg,http://apod.nasa.gov/apod/ap040527.html
2004 May 26,At the Summit of Olympus Mons,calderaOMons_marsexpress_lg.jpg,http://apod.nasa.gov/apod/ap040526.html
2004 May 25,Moon Between the Stones,LunarEclipseStonehenge_perkins_1.jpg,http://apod.nasa.gov/apod/ap040525.html
2004 May 24,Planets Over Easter Island,eisland_galfalk_big.jpg,http://apod.nasa.gov/apod/ap040524.html
2004 May 23,Working in Space,manmachine_sts103_big.jpg,http://apod.nasa.gov/apod/ap040523.html
2004 May 22,X-Rays From Tycho's Supernova Remnant,tychosnr_cxc_full.jpg,http://apod.nasa.gov/apod/ap040522.html
2004 May 21,Phases of Venus,venusphase_rummel.jpg,http://apod.nasa.gov/apod/ap040521.html
2004 May 20,Sharpless 140,sharpless140_spitzer_full.jpg,http://apod.nasa.gov/apod/ap040520.html
2004 May 19,Brain Crater on Mars,brain_mgs_big.gif,http://apod.nasa.gov/apod/ap040519.html
2004 May 18,Comet NEAT (Q4) Over Indian Cove,q4_pacholka_big.jpg,http://apod.nasa.gov/apod/ap040518.html
2004 May 17,NGC 3372: The Great Nebula in Carina,carina_tan_big.jpg,http://apod.nasa.gov/apod/ap040517.html
2004 May 16,Venus: Earth's Cloudy Twin,venus2_gal_big.gif,http://apod.nasa.gov/apod/ap040516.html
2004 May 15,Arp 188 and the Tadpole's Tidal Tail,tadpole_hst_big.jpg,http://apod.nasa.gov/apod/ap040515.html
2004 May 14,Zubenelgenubi and Friends,zuben_dutoit_full.jpg,http://apod.nasa.gov/apod/ap040514.html
2004 May 13,Rungs of the Red Rectangle,redrect_hst_full.jpg,http://apod.nasa.gov/apod/ap040513.html
2004 May 12,The Tails of Comet NEAT Q4,q4_schur_big.jpg,http://apod.nasa.gov/apod/ap040512.html
2004 May 11,M13: The Great Globular Cluster in Hercules,m13_guscott_big.jpg,http://apod.nasa.gov/apod/ap040511.html
2004 May 10,Endurance Crater on Mars,endurance_opportunity_big.jpg,http://apod.nasa.gov/apod/ap040510.html
2004 May 9,Antares and Rho Ophiuchi,antrho_uks.jpg,http://apod.nasa.gov/apod/ap040509.html
2004 May 8,Good Morning Sydney,EclipseSydney_thorley_full.jpg,http://apod.nasa.gov/apod/ap040508.html
2004 May 7,Look West for a NEAT Comet,c2001q4neat_westlake_full.jpg,http://apod.nasa.gov/apod/ap040507.html
2004 May 6,A Lunar Eclipse Mosaic,tle_may2004_ayiomamitis.jpg,http://apod.nasa.gov/apod/ap040506.html
2004 May 5,"NGC 6302: Big, Bright, Bug Nebula",heic0407a_hst_full.jpg,http://apod.nasa.gov/apod/ap040505.html
2004 May 4,Missoula Crater on Mars,missoula_spirit_big.jpg,http://apod.nasa.gov/apod/ap040504.html
2004 May 3,Comets Bradfield and LINEAR Rising,bradfieldt7_pacholka_big.jpg,http://apod.nasa.gov/apod/ap040503.html
2004 May 2,Io in True Color,iotrue_galileo_big.jpg,http://apod.nasa.gov/apod/ap040502.html
2004 May 1,A Western Sky at Twilight,mvms_042304_richard_f1.jpg,http://apod.nasa.gov/apod/ap040501.html
2004 April 30,Eyeful of Saturn,finalsaturn_cassini_full.jpg,http://apod.nasa.gov/apod/ap040430.html
2004 April 29,Titan's X-Ray,titanpathcomp_cxc_scale.jpg,http://apod.nasa.gov/apod/ap040429.html
2004 April 28,The Smooth Spheres of Gravity Probe B,gyro_gpb.jpg,http://apod.nasa.gov/apod/ap040428.html
2004 April 27,Comet Bradfield Rising,bradfield03_westlake_big.jpg,http://apod.nasa.gov/apod/ap040427.html
2004 April 26,Ring Galaxy AM 0644 741 from Hubble,ringam_hst_big.jpg,http://apod.nasa.gov/apod/ap040426.html
2004 April 25,D rad Bacteria: Candidate Astronauts,drad_daly_big.jpg,http://apod.nasa.gov/apod/ap040425.html
2004 April 24,M27: Not A Comet,m27_vlt_f1_large.jpg,http://apod.nasa.gov/apod/ap040424.html
2004 April 23,Comet C/2001 Q4 (NEAT),neatQ4_tan_full.jpg,http://apod.nasa.gov/apod/ap040423.html
2004 April 22,Comet C/2002 T7 (LINEAR),linearfreytag_full.jpg,http://apod.nasa.gov/apod/ap040422.html
2004 April 21,Nebulas Surrounding Wolf Rayet Binary BAT99 49,bat99_vlt_big.jpg,http://apod.nasa.gov/apod/ap040421.html
2004 April 20,Comet Hale Bopp Over Indian Cove,halebopp3_pacholka_big.jpg,http://apod.nasa.gov/apod/ap040420.html
2004 April 19,Comet Bradfield Passes the Sun,bradfield_lasco.gif,http://apod.nasa.gov/apod/ap040419.html
2004 April 18,Stellar Spectral Types: OBAFGKM,obafgkm_noao_big.jpg,http://apod.nasa.gov/apod/ap040418.html
2004 April 17,Lunar Dust and Duct Tape,ducttape_apollo17_big.jpg,http://apod.nasa.gov/apod/ap040417.html
2004 April 16,The Stars of NGC 300,ngc300_hst_full.jpg,http://apod.nasa.gov/apod/ap040416.html
2004 April 15,Venus and the Pleiades,vm45_cortner_800.jpg,http://apod.nasa.gov/apod/ap040415.html
2004 April 14,Massive Star Forming Region DR21 in Infrared,dr21b_spitzer_big.jpg,http://apod.nasa.gov/apod/ap040414.html
2004 April 13,An Iridescent Cloud Over France,iridescence_koch_big.jpg,http://apod.nasa.gov/apod/ap040413.html
2004 April 12,Apollo 17 Panorama: Astronaut Running,moonpan_apollo17_big.jpg,http://apod.nasa.gov/apod/ap040412.html
2004 April 11,Journey to the Center of the Galaxy,galcenter_msx_full.jpg,http://apod.nasa.gov/apod/ap040411.html
2004 April 10,Facing NGC 6946,ngc6946e_gendler_full.jpg,http://apod.nasa.gov/apod/ap040410.html
2004 April 9,NGC 4565: Galaxy on the Edge,n4565_hugo_full.jpg,http://apod.nasa.gov/apod/ap040409.html
2004 April 8,Elusive Jellyfish Nebula,ic443_schedler_60.jpg,http://apod.nasa.gov/apod/ap040408.html
2004 April 7,Unusual Spiral Galaxy M66,m66_cfht_big.jpg,http://apod.nasa.gov/apod/ap040407.html
2004 April 6,Unusually Strong Cyclone Off the Brazilian Coast,brazilcyclone_modis_big.jpg,http://apod.nasa.gov/apod/ap040406.html
2004 April 5,A Berry Bowl of Martian Spherules,berrybowl_opportunity_big.jpg,http://apod.nasa.gov/apod/ap040405.html
2004 April 4,The Lost World of Lake Vida,vida_lter_big.jpg,http://apod.nasa.gov/apod/ap040404.html
2004 April 3,A Mystery in Gamma Rays,un_egret_big.jpg,http://apod.nasa.gov/apod/ap040403.html
2004 April 2,Mercury and Venus in the West,mvmar29_westlake_full.jpg,http://apod.nasa.gov/apod/ap040402.html
2004 April 1,April Fools Day More Intense On Mars,columbiahills_spirit_full.jpg,http://apod.nasa.gov/apod/ap040401.html
2004 March 31,M39: Open Cluster in Cygnus,m39_noao_big.jpg,http://apod.nasa.gov/apod/ap040331.html
2004 March 30,A Prominent Solar Prominence from SOHO,sunprom2_soho_big.gif,http://apod.nasa.gov/apod/ap040330.html
2004 March 29,NASA's X 43A Scramjet Sets Air Speed Record,x43a2_nasa.jpg,http://apod.nasa.gov/apod/ap040329.html
2004 March 28,Stars and the Bubble Nebula,ngc7635_lula_full.jpg,http://apod.nasa.gov/apod/ap040328.html
2004 March 27,Mir Dreams,mirdream_sts76_big.jpg,http://apod.nasa.gov/apod/ap040327.html
2004 March 26,Moon and Planets Sky,moonplanets_rychlik_full.jpg,http://apod.nasa.gov/apod/ap040326.html
2004 March 25,An Orion of a Different Color,m42mapped_croman_full.jpg,http://apod.nasa.gov/apod/ap040325.html
2004 March 24,Intriguing Dimples Near Eagle Crater on Mars,eaglepan_opportunity_big.jpg,http://apod.nasa.gov/apod/ap040324.html
2004 March 23,Lava Flows on Venus,venuslava_magellan_big.jpg,http://apod.nasa.gov/apod/ap040323.html
2004 March 22,Asteroid 2004 FH Whizzes By,2004fh_sposetti_big.gif,http://apod.nasa.gov/apod/ap040322.html
2004 March 21,A Green Flash from the Sun,greenflash_parviainen_big.gif,http://apod.nasa.gov/apod/ap040321.html
2004 March 20,Equinox + 1,equinoxp1_orman.jpg,http://apod.nasa.gov/apod/ap040320.html
2004 March 19,Going Wild,wildcomp_stardust_a.jpg,http://apod.nasa.gov/apod/ap040319.html
2004 March 18,Spirit Pan from Bonneville Crater's Edge,bonnevillepan_spirit_b.jpg,http://apod.nasa.gov/apod/ap040318.html
2004 March 17,Redshift 10: Evidence for a New Farthest Galaxy,z10_vlt_big.jpg,http://apod.nasa.gov/apod/ap040317.html
2004 March 16,Sedna of the Outer Solar System,sedna_nasa_big.jpg,http://apod.nasa.gov/apod/ap040316.html
2004 March 15,The Orion Nebula from CFHT,m42_cfht_big.jpg,http://apod.nasa.gov/apod/ap040315.html
004 March 14,Comet Hale Bopp Over Val Parola Pass,halebopp5_aac_big.jpg,http://apod.nasa.gov/apod/ap040314.html
2004 March 13,A Cerro Tololo Sky,sky_ctio_big.jpg,http://apod.nasa.gov/apod/ap040313.html
2004 March 12,X-Ray Saturn,xraySaturn_cxc_bck.jpg,http://apod.nasa.gov/apod/ap040312.html
2004 March 11,Henize 206: Cosmic Generations,hen206_sst_full.jpg,http://apod.nasa.gov/apod/ap040311.html
2004 March 10,Humphrey Rock Indicates Ancient Martian Water,humphrey_spirit_big.jpg,http://apod.nasa.gov/apod/ap040310.html
2004 March 9,The Hubble Ultra Deep Field,hudf_hst_big.jpg,http://apod.nasa.gov/apod/ap040309.html
2004 March 8,Moon and Venus over Corona Del Mar Beach,MoonVenus_pacholka_big.jpg,http://apod.nasa.gov/apod/ap040308.html
2004 March 7,An Anomalous SETI Signal,unknownseti_cavan_big.jpg,http://apod.nasa.gov/apod/ap040307.html
2004 March 6,N49's Cosmic Blast,n49_hst_full.jpg,http://apod.nasa.gov/apod/ap040306.html
2004 March 5,V838 Mon: Echoes from the Edge,v838feb04_hst_bck.jpg,http://apod.nasa.gov/apod/ap040305.html
2004 March 4,Cold Mountain Sky,cmsky_cortner_full.jpg,http://apod.nasa.gov/apod/ap040304.html
2004 March 3,Opportunity Rover Indicates Ancient Mars Was Wet,emptynest_opportunity_big.jpg,http://apod.nasa.gov/apod/ap040303.html
2004 March 2,NGC 6960: The Witch's Broom Nebula,veil_noao_big.jpg,http://apod.nasa.gov/apod/ap040302.html
2004 March 1,Cassini Closes in on Saturn,saturn0402_cassini_big.jpg,http://apod.nasa.gov/apod/ap040301.html
2004 February 29,Julius Caesar and Leap Days,jcaesar_coin.gif,http://apod.nasa.gov/apod/ap040229.html
2004 February 28,POX 186: Not So Long Ago,pox186_hst_full.jpg,http://apod.nasa.gov/apod/ap040228.html
2004 February 27,Rumors of a Strange Universe,hiZsn_hubble_label.jpg,http://apod.nasa.gov/apod/ap040227.html
2004 February 26,Galaxy Cluster in the Early Universe,rdcs1252_xray_opt_full.jpg,http://apod.nasa.gov/apod/ap040226.html
2004 February 25,White Boat Rock on Mars,whiteboatrock_spirit_big.jpg,http://apod.nasa.gov/apod/ap040225.html
2004 February 24,X-Rays Indicate Star Ripped Up by Black Hole,bhstar_chandra_big.jpg,http://apod.nasa.gov/apod/ap040224.html
2004 February 23,Heaven on Earth,skymt_payne_big.jpg,http://apod.nasa.gov/apod/ap040223.html
2004 February 22,The M7 Open Star Cluster in Scorpius,m7_noao_big.jpg,http://apod.nasa.gov/apod/ap040222.html
2004 February 21,The Spiral Arms of NGC 4622,ngc4622_hst_big.jpg,http://apod.nasa.gov/apod/ap040221.html
2004 February 20,SN1987A's Cosmic Pearls,sn1987a_acsHubble_full.jpg,http://apod.nasa.gov/apod/ap040220.html
2004 February 19,McNeil's Nebula,mcneils_block_full.jpg,http://apod.nasa.gov/apod/ap040219.html
2004 February 18,Anvil Cloud Over Sicily,anvilcloud_carlton_big.jpg,http://apod.nasa.gov/apod/ap040218.html
2004 February 17,Galaxy Cluster Lenses Farthest Known Galaxy,abell2218_hst_big.jpg,http://apod.nasa.gov/apod/ap040217.html
2004 February 16,A Patch of Spherules on Mars,berries_opportunity_big.jpg,http://apod.nasa.gov/apod/ap040216.html
2004 February 15,A Spherule from the Earth's Moon,spherule_apollo11.jpg,http://apod.nasa.gov/apod/ap040215.html
2004 February 14,Solar System Portrait,ssportrait_vg1_big.jpg,http://apod.nasa.gov/apod/ap040214.html
2004 February 13,NGC 613: Spiral of Dust and Stars,ngc613_eso_full.jpg,http://apod.nasa.gov/apod/ap040213.html
2004 February 12,Supernova Survivor,sn1993jsurvivor_esa_34443.jpg,http://apod.nasa.gov/apod/ap040212.html
2004 February 11,M64: The Sleeping Beauty Galaxy,m64_hst_big.jpg,http://apod.nasa.gov/apod/ap040211.html
2004 February 10,Unusual Spherules on Mars,stonemtinset_opportunity.jpg,http://apod.nasa.gov/apod/ap040210.html
2004 February 9,Announcing Comet C 2002 T7 LINEAR,cometT7_holloway_big.jpg,http://apod.nasa.gov/apod/ap040209.html
2004 February 8,In the Center of the Omega Nebula,omega_hst_big.jpg,http://apod.nasa.gov/apod/ap040208.html
2004 February 7,NGC 6369: The Little Ghost Nebula,ngc6369_heritage_big.jpg,http://apod.nasa.gov/apod/ap040207.html
2004 February 6,Magnified Mars,micromars_opportunity_full.jpg,http://apod.nasa.gov/apod/ap040206.html
2004 February 5,NGC 1569: Starburst in a Small Galaxy,ngc1569_hst_full.jpg,http://apod.nasa.gov/apod/ap040205.html
2004 February 4,Opportunity's Horizon,opportunity_pan_full.jpg,http://apod.nasa.gov/apod/ap040204.html
2004 February 3,X-Rays From Antennae Galaxies,antennae_cxcxray_full.jpg,http://apod.nasa.gov/apod/ap040203.html
2004 February 2,The Tarantula Nebula from Spitzer,tarantula_spitzer_big.jpg,http://apod.nasa.gov/apod/ap040202.html
2004 February 1,M2-9: Wings of a Butterfly Nebula,m2-9_hst_big.jpg,http://apod.nasa.gov/apod/ap040201.html
2004 January 31,A Galaxy is not a Comet,ikeya-zhang_casado.jpg,http://apod.nasa.gov/apod/ap040131.html
2004 January 30,X-Ray Rings Expand from a Gamma Ray Burst,grbrings_xmm_big.gif,http://apod.nasa.gov/apod/ap040130.html
2004 January 29,Valles Marineris Perspective from Mars Express,valley3d_me_big.jpg,http://apod.nasa.gov/apod/ap040129.html
2004 January 28,The Crab Nebula from CFHT,crab_cfht_big.jpg,http://apod.nasa.gov/apod/ap040128.html
2004 January 27,Opportunity on Mars,bwlanding_opportunity_big.jpg,http://apod.nasa.gov/apod/ap040127.html
2004 January 26,A Landing at Meridiani Planum,meridiani_opport_full.jpg,http://apod.nasa.gov/apod/ap040126.html
2004 January 25,Spiral Galaxy NGC 1232,ngc1232all_vlt_big.jpg,http://apod.nasa.gov/apod/ap040125.html
2004 January 24,Valles Marineris from Mars Express,marscolormap_marsexpress_full.jpg,http://apod.nasa.gov/apod/ap040124.html
2004 January 23,NGC 4631: The Whale Galaxy,n4631zeiders_big.jpg,http://apod.nasa.gov/apod/ap040123.html
2004 January 22,Columbia Memorial Station,columbiastation_spirit_full.jpg,http://apod.nasa.gov/apod/ap040122.html
2004 January 21,Adirondack Rock on Mars,adirondack_spirit_big.jpg,http://apod.nasa.gov/apod/ap040121.html
2004 January 20,Unexpected Galaxy String in the Early Universe,galaxystring_nasa_big.jpg,http://apod.nasa.gov/apod/ap040120.html
2004 January 19,STARDUST Flyby of Comet Wild 2,w2flyby_stardust_big.gif,http://apod.nasa.gov/apod/ap040119.html
2004 January 18,A Close-Up of Martian Soil,marssoil_spirit_big.jpg,http://apod.nasa.gov/apod/ap040118.html
2004 January 17,Saturn: Lord of the Rings,lordofrings_hst_big.jpg,http://apod.nasa.gov/apod/ap040117.html
2004 January 16,Martian Surface in Perspective,marsperspective_spirit_med.jpg,http://apod.nasa.gov/apod/ap040116.html
2004 January 15,An Orion Deep Field,OriondeepfieldM_gendler_full.jpg,http://apod.nasa.gov/apod/ap040115.html
2004 January 14,A Mars Panorama from the Spirit Rover,marsapan_spirit_big.jpg,http://apod.nasa.gov/apod/ap040114.html
2004 January 13,An Apollo 15 Panorama,hillpan_apollo15_big.jpg,http://apod.nasa.gov/apod/ap040113.html
2004 January 12,A Hole Punch Cloud Over Alabama,holecloud_knain.jpg,http://apod.nasa.gov/apod/ap040112.html
2004 January 11,NGC 2440: Cocoon of a New White Dwarf,ngc2440_hst4_big.jpg,http://apod.nasa.gov/apod/ap040111.html
2004 January 10,"Two Worlds, One Sun",marsdial_comb.jpg,http://apod.nasa.gov/apod/ap040110.html
2004 January 9,Sol 5 Postcard from Mars,mars_spiritcolor_PIA05015_c1.jpg,http://apod.nasa.gov/apod/ap040109.html
2004 January 8,The Hills of Mars,mars_spirit3d_PIA05008.jpg,http://apod.nasa.gov/apod/ap040108.html
2004 January 7,Red Mars from Spirit,mars_spiritcolor_PIA04995.jpg,http://apod.nasa.gov/apod/ap040107.html
2004 January 6,Spirit's 3D View Toward Sleep Hollow,sleepyhollow3d_spirit_1.jpg,http://apod.nasa.gov/apod/ap040106.html
2004 January 5,Spirit Pan from Gusev Crater,spiritpan_f1.jpg,http://apod.nasa.gov/apod/ap040105.html
2004 January 4,Spirit Rover Bounces Down on Mars,landerbags_mer.jpg,http://apod.nasa.gov/apod/ap040104.html
2004 January 3,Comet Wild 2's Nucleus from Stardust,wild2_stardust_big.jpg,http://apod.nasa.gov/apod/ap040103.html
2004 January 2,An Apollo 12 Panorama,colorpan_apollo12_big.jpg,http://apod.nasa.gov/apod/ap040102.html
2004 January 1,Structure in N63A,n63a_compcxc_full.jpg,http://apod.nasa.gov/apod/ap040101.html
2003 December 31,A Year of Resolving Cosmology,globes_wmap_big.jpg,http://apod.nasa.gov/apod/ap031231.html
2003 December 30,A Dust Devil Crater on Mars,craterdevil_mgs_big.gif,http://apod.nasa.gov/apod/ap031230.html
2003 December 29,The Witch Head Nebula,witch_krejci_big.jpg,http://apod.nasa.gov/apod/ap031229.html
2003 December 28,Trifid Pillars and Jets,trifid_hst_big.jpg,http://apod.nasa.gov/apod/ap031228.html
2003 December 27,The Pleiades Star Cluster,m45kite_gendler_full.jpg,http://apod.nasa.gov/apod/ap031227.html
2003 December 26,"Young Star, Dark Cloud",hh4647_sst_full.jpg,http://apod.nasa.gov/apod/ap031226.html
2003 December 25,Venus and the 37 Hour Moon,venus37moon_young.jpg,http://apod.nasa.gov/apod/ap031225.html
2003 December 24,Layered Hills on Mars,marshills_mgs_big.gif,http://apod.nasa.gov/apod/ap031224.html
2003 December 23,Comet Encke Returns,encke_holloway_big.gif,http://apod.nasa.gov/apod/ap031223.html
2003 December 22,The Andromeda Galaxy from GALEX,m31_galex_big.jpg,http://apod.nasa.gov/apod/ap031222.html
2003 December 21,N159 and the Papillon Nebula,n159_hst_big.jpg,http://apod.nasa.gov/apod/ap031221.html
2003 December 20,The Flight of Helios,helios_cthomas_big.jpg,http://apod.nasa.gov/apod/ap031220.html
2003 December 19,Inside The Elephant's Trunk,etrunkcomp_sst_full.jpg,http://apod.nasa.gov/apod/ap031219.html
2003 December 18,Express to Mars,mars5p5_esa_full.jpg,http://apod.nasa.gov/apod/ap031218.html
2003 December 17,A Proton Aurora,protonaurora_image.jpg,http://apod.nasa.gov/apod/ap031217.html
2003 December 16,Retrograde Mars,retrogrademars03_tezel_big.jpg,http://apod.nasa.gov/apod/ap031216.html
2003 December 15,Open Star Clusters M35 and NGC 2158,m35_cfht_big.jpg,http://apod.nasa.gov/apod/ap031215.html
2003 December 14,Close up of the Face on Mars,face2001_mgs_big.gif,http://apod.nasa.gov/apod/ap031214.html
2003 December 13,A Flock of Stars,whitebirds640_rhopkins.jpg,http://apod.nasa.gov/apod/ap031213.html
2003 December 12,Full Moondark,InvertedFullMoon50_barrett_full.jpg,http://apod.nasa.gov/apod/ap031212.html
2003 December 11,Arp 81: 100 Million Years Later,arp81_keel_full.jpg,http://apod.nasa.gov/apod/ap031211.html
2003 December 10,Cassini Approaches Saturn,saturnpreview_cassini_big.jpg,http://apod.nasa.gov/apod/ap031210.html
2003 December 9,NGC 604: Giant Stellar Nursery,ngc604_hst2_big.jpg,http://apod.nasa.gov/apod/ap031209.html
2003 December 8,An Antarctic Total Solar Eclipse,antarcticeclipse_bruenjes.jpg,http://apod.nasa.gov/apod/ap031208.html
2003 December 7,The Eskimo Nebula from Hubble,eskimo2_hst_big.jpg,http://apod.nasa.gov/apod/ap031207.html
2003 December 6,Jaipur Observatory Sundial,02mantar_feresten.jpg,http://apod.nasa.gov/apod/ap031206.html
2003 December 5,Startling Star V838 Mon,v838lar3_kelly_full.jpg,http://apod.nasa.gov/apod/ap031205.html
2003 December 4,New Horizons at Jupiter,NHatJupiter2_durda_fullg2.jpg,http://apod.nasa.gov/apod/ap031204.html
2003 December 3,Moonrise Through Mauna Kea's Shadow,moonrisemk_connelley_big.jpg,http://apod.nasa.gov/apod/ap031203.html
2003 December 2,NGC 869 and NGC 884: A Double Open Cluster,doublecluster_fulbright_big.jpg,http://apod.nasa.gov/apod/ap031202.html
2003 December 1,A Lenticular Cloud Over Hawaii,lenticular_hawaii_big.gif,http://apod.nasa.gov/apod/ap031201.html
2003 November 30,A Venus Landing,venus_venera13_big.gif,http://apod.nasa.gov/apod/ap031130.html
2003 November 29,Phobos Over Mars,phobosmars_viking2_big.gif,http://apod.nasa.gov/apod/ap031129.html
2003 November 28,The Most Distant X-Ray Jet,gb1508_xray_illustration.jpg,http://apod.nasa.gov/apod/ap031128.html
2003 November 27,The Long Shadow of the Moon,tse031123_modis_full.jpg,http://apod.nasa.gov/apod/ap031127.html
2003 November 26,The Turbulent Neighborhood of Eta Carina,carina2_hst_big.jpg,http://apod.nasa.gov/apod/ap031126.html
2003 November 25,A Late Leonid from a Sparse Shower,leonid2003_nsl.jpg,http://apod.nasa.gov/apod/ap031125.html
2003 November 24,IC 405: The Flaming Star Nebula,ic405_gendler_big.jpg,http://apod.nasa.gov/apod/ap031124.html
2003 November 23,A Superwind from the Cigar Galaxy,m82_subaru_big.jpg,http://apod.nasa.gov/apod/ap031123.html
2003 November 22,Moon AND Sun,tse2001cmp_espenak_full.jpg,http://apod.nasa.gov/apod/ap031122.html
2003 November 21,Sunset Moonlight,le031109_strassfeld_full.jpg,http://apod.nasa.gov/apod/ap031121.html
2003 November 20,Voyager at 90 AU,bubble_voyager_full.jpg,http://apod.nasa.gov/apod/ap031120.html
2003 November 19,Light Can Twist as Well as Spin,photontwist_ug_big.jpg,http://apod.nasa.gov/apod/ap031119.html
2003 November 18,Leonids Over Indian Cove,leonids2002_pacholka_big.jpg,http://apod.nasa.gov/apod/ap031118.html
